Interest_Rate,Delay_from_due_date,Payment_of_Min_Amount,Outstanding_Debt,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Credit_Utilization_Ratio, Num_Bank_Accounts,Num_Credit_Card,Credit_Mix,Credit_History_Age,Credit_Score
11,1,No,124.81,0,1,3,28.16524457,2,3,Standard,28.25,Standard
11,4,No,124.81,4,0,3,29.91289542,2,4,Standard,21.91666667,Standard
17,11,Yes,125.01,7,10,2,26.04898851,7,4,Bad,0,Standard
17,15,Yes,125.01,7,10,2,39.39857354,7,3,Standard,8.583333333,Standard
17,11,Yes,125.01,7,8,2,31.14315062,7,6,Standard,19.66666667,Standard
17,14,Yes,125.01,7,10,2,38.62330482,7,3,Standard,20.58333333,Standard
17,11,Yes,125.01,7,12,2,35.10093973,7,5,Standard,19.33333333,Standard
17,11,Yes,125.01,7,10,2,35.25364942,7,4,Standard,17.41666667,Standard
17,11,NM,125.01,7,0,2,34.36050721,7,3,Standard,18.25,Good
6,14,No,125.25,4,19,4,23.33674451,8,7,Bad,10.75,Standard
6,14,No,125.25,5,17,4,29.24844181,8,6,Bad,6,Standard
6,14,No,125.25,5,19,4,35.08033049,8,9,Bad,11.33333333,Good
6,14,No,125.25,5,19,4,28.3106512,8,9,Bad,19.33333333,Good
6,16,No,125.25,5,18,4,39.64980173,8,10,Standard,15.83333333,Good
6,14,No,125.25,5,20,4,34.63833719,8,9,Bad,3.916666667,Good
6,15,No,125.25,5,19,4,39.05658586,8,5,Bad,8,Good
19,21,Yes,125.33,5,12,0,23.70360025,7,7,Standard,0,Standard
19,17,Yes,125.33,5,15,1,26.41114441,7,4,Good,25.58333333,Standard
19,21,Yes,125.33,5,13,1,30.84217377,7,4,Standard,21.58333333,Standard
19,18,Yes,125.33,5,15,1,30.13976441,7,7,Standard,17.66666667,Standard
19,21,Yes,125.33,5,15,1,26.0380034,7,3,Standard,29.83333333,Standard
19,21,Yes,125.33,5,15,1,32.84195433,7,6,Good,29.33333333,Standard
19,24,Yes,125.33,5,18,1,35.69239981,7,4,Standard,22.75,Standard
11,30,Yes,125.46,2,18,3,39.08332986,8,7,Bad,10.66666667,Standard
11,29,Yes,125.46,2,16,3,37.86256658,8,8,Bad,0.75,Good
11,30,NM,125.46,2,15,0,29.28065239,8,6,Bad,3.166666667,Good
11,30,Yes,125.46,3,18,3,35.66001347,8,7,Bad,3.75,Standard
11,30,Yes,125.46,3,18,3,30.86067858,8,9,Standard,7.25,Good
11,30,Yes,125.46,3,18,3,30.35430189,8,5,Good,9.333333333,Good
12,5,No,125.69,1,17,2,36.57352293,7,7,Standard,22.75,Good
12,5,No,125.69,1,17,2,37.87784812,7,5,Standard,0,Good
12,5,No,125.69,1,17,2,32.98834077,7,7,Standard,20.33333333,Good
12,10,No,125.69,1,14,2,24.55063345,7,10,Bad,9.166666667,Good
12,5,No,125.69,1,18,2,32.4878195,7,6,Bad,14.16666667,Good
12,5,No,125.69,1,14,2,33.94215197,7,5,Bad,0,Standard
12,7,No,125.69,1,17,2,25.20227932,7,6,Standard,25.33333333,Good
12,10,NM,125.69,3,20,2,30.2731444,7,6,Bad,13.83333333,Good
4,3,No,125.84,1,10,0,23.67843146,4,8,Bad,5.583333333,Standard
4,1,No,125.84,4,12,9,35.35075314,4,10,Bad,11.08333333,Good
4,1,No,125.84,4,14,0,28.05378841,4,8,Bad,5.416666667,Good
4,1,No,125.84,4,12,0,35.85075364,4,7,Bad,15.41666667,Good
4,0,No,125.84,4,15,0,38.23133172,4,10,Bad,10.83333333,Good
4,6,No,125.84,4,0,0,32.68951345,4,6,Bad,14.08333333,Good
4,0,No,125.84,4,9,0,26.25622546,4,9,Bad,16.66666667,Good
5,1,No,126.19,1,8,3,24.05802901,0,4,Standard,0,Good
5,1,No,126.19,1,8,3,34.51928515,0,5,Standard,16.08333333,Good
5,1,No,126.19,4,8,3,35.44196608,0,4,Standard,28.91666667,Standard
5,1,No,126.19,4,5,3,28.03846898,0,6,Standard,0,Standard
5,1,No,126.19,4,8,3,28.09925769,0,7,Standard,0,Standard
5,1,No,126.19,4,0,3,26.35323107,0,5,Good,21.5,Good
5,1,No,126.19,0,8,3,33.0307431,0,3,Good,21.16666667,Good
6,22,Yes,126.83,6,13,2,26.35809505,6,9,Bad,0,Standard
6,23,Yes,126.83,6,13,2,23.21139955,6,5,Bad,12.16666667,Standard
6,18,NM,126.83,10,13,2,25.55429795,6,9,Standard,6.083333333,Standard
6,23,Yes,126.83,10,10,2,33.63086509,10,7,Bad,3.333333333,Standard
6,18,Yes,126.83,10,13,2,31.3985219,6,10,Bad,14.16666667,Standard
6,23,Yes,126.83,10,13,2,38.01297738,6,7,Bad,13.75,Standard
6,23,Yes,126.83,10,0,2,31.57442872,6,8,Bad,5.166666667,Standard
10,10,No,127.28,3,4,3,34.68365818,1,5,Good,26.25,Standard
10,10,No,127.28,3,4,3,30.04705628,1,4,Good,16.16666667,Standard
10,10,No,127.28,3,4,3,24.36622714,1,4,Good,0,Standard
10,10,NM,127.28,3,1,3,27.94849763,1,4,Good,17.08333333,Standard
10,10,No,127.28,3,3,3,34.34393311,1,2,Good,20.08333333,Poor
10,10,NM,127.28,3,4,3,30.51833573,1,5,Good,29.16666667,Poor
10,10,NM,127.28,4,6,3,33.43232373,1,4,Good,20,Poor
10,10,No,127.28,4,4,3,36.16390592,1,4,Standard,22.83333333,Poor
11,16,No,127.29,3,6,1,31.44890359,1,5,Good,19,Poor
11,15,No,127.29,3,6,1,39.61540519,1,1,Good,22.25,Poor
11,21,No,127.29,3,7,1,34.3811745,1,3,Good,16.33333333,Standard
11,16,No,127.29,3,6,1,28.29395609,1,1,Good,25.16666667,Poor
11,16,No,127.29,3,9,1,30.39416778,1,7,Standard,22.41666667,Poor
11,17,No,127.29,3,6,1,37.81393113,1,4,Standard,0,Poor
11,16,No,127.29,3,6,1,34.10140776,1,6,Standard,13.33333333,Poor
11,16,No,127.29,6,3,1,38.63206026,1,5,Good,31.41666667,Poor
13,27,Yes,127.34,0,19,2,25.507359,6,7,Standard,19.25,Standard
13,27,Yes,127.34,5,21,2,30.32826752,6,9,Bad,3.083333333,Standard
13,27,Yes,127.34,5,19,2,37.86466918,6,8,Bad,10.66666667,Standard
13,27,Yes,127.34,5,16,2,22.41614421,6,8,Standard,17.75,Standard
13,27,Yes,127.34,5,19,2,36.83521775,6,3,Standard,13.91666667,Standard
13,27,Yes,127.34,5,19,2,30.05260054,6,7,Bad,18.16666667,Standard
13,27,Yes,127.34,5,19,2,22.34849414,6,8,Bad,0,Good
1,8,No,127.38,1,10,1,39.48791468,3,7,Standard,20,Standard
1,8,No,127.38,1,8,1,26.7842955,3,4,Standard,17.91666667,Standard
1,9,No,127.38,1,8,9,26.51274981,3,6,Standard,19.41666667,Standard
1,8,No,127.38,1,7,1,39.01603627,3,5,Bad,13.33333333,Standard
1,13,NM,127.38,1,10,1,28.53994677,3,10,Bad,2.833333333,Standard
1,8,No,127.38,1,10,1,34.90979442,3,10,Bad,0,Standard
1,8,NM,127.38,1,10,1,30.74545757,3,6,Standard,12.5,Standard
1,8,No,127.38,1,10,1,36.17035099,3,6,Standard,16.83333333,Standard
7,15,Yes,127.56,7,13,2,37.20385165,4,7,Bad,17.83333333,Standard
7,15,Yes,127.56,7,12,2,34.21310639,4,3,Standard,8.833333333,Standard
7,17,Yes,127.56,7,13,2,32.82132831,4,5,Standard,11.08333333,Standard
7,17,Yes,127.56,7,13,2,26.28383678,4,5,Standard,30.83333333,Standard
7,15,Yes,127.56,7,16,2,37.40112703,4,5,Standard,17.33333333,Standard
7,11,Yes,127.56,7,13,2,33.89750806,4,3,Good,30.5,Standard
7,16,Yes,127.56,7,0,2,31.15970901,4,4,Good,30.75,Poor
7,15,Yes,127.56,7,13,2,45.0654354,4,4,Standard,10.41666667,Poor
16,23,Yes,127.88,8,21,2,41.73570714,8,6,Good,21.75,Standard
16,23,Yes,127.88,8,23,2,40.393404,8,6,Standard,23.16666667,Standard
16,23,Yes,127.88,0,20,2,24.39390566,8,1,Good,0,Standard
16,23,Yes,127.88,12,21,2,41.11872153,8,5,Good,27.33333333,Standard
16,23,Yes,127.88,12,17,2,42.80977685,8,3,Good,25.41666667,Standard
16,19,Yes,127.88,12,20,2,31.08760703,8,5,Good,0,Standard
16,22,Yes,127.88,12,20,2,35.39562062,8,7,Good,33.08333333,Standard
11,14,No,127.91,1,0,4,35.63008348,4,3,Standard,32.75,Good
11,18,No,127.91,1,0,4,34.22316591,4,5,Standard,19,Good
11,12,NM,127.91,2,0,4,39.00639066,4,5,Good,29.41666667,Good
11,14,NM,127.91,2,0,4,38.07058356,4,4,Standard,31.5,Good
11,14,No,127.91,2,3,0,28.80588439,4,5,Standard,29.16666667,Good
7,14,No,128.17,2,13,4,30.09413667,5,6,Good,23.66666667,Standard
7,10,No,128.17,2,13,4,30.01658687,5,5,Standard,29.75,Standard
7,10,No,128.17,2,14,4,32.77881592,5,7,Standard,26.08333333,Good
7,10,No,128.17,6,13,4,36.60677508,5,3,Standard,0,Good
7,10,NM,128.17,6,0,0,39.48870198,5,5,Standard,16.33333333,Good
7,10,No,128.17,6,13,4,38.67380022,5,4,Standard,0,Good
7,10,NM,128.17,6,13,4,39.35749376,5,4,Standard,7.25,Good
6,5,No,128.19,4,6,2,29.29978465,4,7,Standard,16.41666667,Good
6,5,No,128.19,4,6,2,26.50069794,4,4,Standard,31.66666667,Good
6,5,No,128.19,4,6,2,25.32961822,4,5,Standard,24,Good
6,5,No,128.19,4,0,0,27.47358563,4,7,Standard,13.5,Good
6,9,No,128.19,4,5,2,33.77087542,4,6,Bad,13.66666667,Good
6,5,No,128.19,4,6,2,34.02700325,4,3,Standard,19.91666667,Good
6,1,No,128.19,4,6,2,33.43522936,4,7,Bad,19.66666667,Good
6,5,No,128.19,4,6,2,36.23970828,4,9,Bad,7.75,Good
14,11,No,128.33,1,12,2,36.58252606,5,9,Bad,5.333333333,Standard
14,11,NM,128.33,1,10,2,30.84286274,5,9,Bad,12.91666667,Standard
14,11,No,128.33,1,0,2,27.34217909,5,8,Bad,18.83333333,Standard
14,11,No,128.33,1,13,0,37.93590696,5,10,Standard,16.66666667,Standard
14,11,No,128.33,1,12,2,35.06916345,10,5,Bad,5.5,Standard
14,11,No,128.33,1,12,2,30.90522813,5,4,Standard,11.41666667,Standard
14,11,NM,128.33,1,8,2,43.50901704,5,9,Bad,6.333333333,Standard
14,11,NM,128.33,1,10,2,36.69183768,5,7,Bad,11.41666667,Standard
18,5,Yes,128.35,2,12,2,38.20408686,8,6,Standard,32,Standard
18,0,Yes,128.35,2,16,2,39.50944633,8,7,Standard,31.66666667,Standard
18,1,Yes,128.35,2,15,2,37.33810809,8,4,Standard,8.333333333,Standard
18,10,Yes,128.35,2,15,2,30.22358888,8,3,Standard,16,Standard
18,5,NM,128.35,2,15,2,24.26889478,8,7,Standard,16.08333333,Standard
18,5,Yes,128.35,2,18,2,37.15881633,8,6,Standard,0,Standard
3,2,No,128.48,1,5,4,39.30443817,2,7,Bad,9.583333333,Good
3,2,No,128.48,1,5,4,26.91599839,2,3,Good,21.83333333,Good
3,2,No,128.48,1,7,4,38.23006797,2,6,Standard,5.083333333,Standard
3,2,No,128.48,1,7,4,30.54559444,2,6,Standard,24.08333333,Standard
3,1,No,128.48,1,5,4,29.27052876,2,5,Standard,14.91666667,Good
3,0,No,128.48,1,8,4,32.82112412,2,7,Standard,0,Standard
3,2,No,128.48,1,5,4,39.00252823,2,5,Standard,0,Standard
3,14,No,128.68,1,0,2,35.10133667,4,6,Standard,26.08333333,Standard
3,10,No,128.68,1,0,2,27.76626902,4,7,Standard,19.33333333,Poor
3,14,No,128.68,1,1,2,26.05749629,4,7,Standard,0,Poor
3,14,No,128.68,2,1,2,30.52339484,4,5,Standard,19.58333333,Poor
3,14,No,128.68,2,1,2,29.52591212,4,7,Standard,14.91666667,Poor
3,9,No,128.68,2,1,2,37.17269687,4,7,Standard,11.41666667,Standard
3,14,No,128.68,2,1,2,38.36845078,4,4,Good,29.33333333,Standard
1,0,No,128.7,3,8,0,24.10023589,5,4,Standard,0,Good
1,0,No,128.7,3,0,0,32.12147304,5,3,Good,25.33333333,Good
1,1,No,128.7,3,6,0,22.71167851,5,3,Good,21.91666667,Standard
1,0,No,128.7,3,6,0,31.20487645,5,6,Good,33.08333333,Good
1,0,No,128.7,3,0,0,31.09603802,5,4,Standard,19.33333333,Good
1,0,No,128.7,3,6,0,32.14504232,5,3,Standard,28.25,Standard
1,3,No,128.7,3,7,0,25.01230606,5,7,Standard,25.16666667,Standard
15,18,Yes,129.15,5,8,7,26.70126838,4,5,Standard,16.75,Standard
15,18,Yes,129.15,5,10,7,29.10223494,4,4,Standard,18.75,Standard
15,18,Yes,129.15,5,8,7,36.64462503,4,3,Good,22.08333333,Standard
15,19,Yes,129.15,5,10,7,35.85562725,4,6,Good,22.25,Standard
15,17,Yes,129.15,5,10,7,32.95667971,4,7,Standard,25.25,Standard
15,18,Yes,129.15,5,10,7,36.59248798,4,5,Standard,32.75,Standard
15,18,Yes,129.15,5,10,7,38.44111463,4,5,Standard,20.75,Standard
15,18,Yes,129.15,5,10,7,34.16585064,4,7,Good,16.83333333,Standard
5,12,NM,129.15,2,1,1,32.58793673,3,3,Standard,6,Standard
5,12,No,129.15,2,0,1,34.18845856,3,7,Good,28.58333333,Standard
5,12,No,129.15,6,0,1,32.77186657,3,4,Standard,28.16666667,Standard
5,12,NM,129.15,6,1,1,25.5115013,3,3,Good,0,Poor
5,12,No,129.15,6,1,1,34.31759159,3,7,Standard,8.75,Poor
5,12,No,129.15,6,4,1,39.49363283,3,4,Good,15.91666667,Poor
5,12,No,129.15,6,1,1,40.14947345,3,6,Good,16.16666667,Poor
5,8,No,129.15,6,1,1,34.49996714,3,5,Standard,27.66666667,Poor
9,15,No,129.41,2,5,0,36.49757016,5,3,Good,32.5,Good
9,15,NM,129.41,2,5,0,30.54222655,5,6,Good,28.75,Standard
9,15,No,129.41,2,7,0,35.3616234,5,6,Standard,16.66666667,Good
9,12,No,129.41,6,8,0,24.53073542,5,3,Good,32.58333333,Good
9,16,No,129.41,6,5,0,29.49004742,5,4,Good,20.83333333,Good
9,15,No,129.41,6,5,0,25.763004,5,4,Standard,27.91666667,Standard
9,14,No,129.41,6,5,0,34.93727299,5,7,Standard,10.33333333,Good
9,13,NM,129.41,6,2,0,38.84082252,10,5,Good,26.33333333,Good
8,17,No,129.5,1,14,4,21.88160678,8,3,Standard,20.66666667,Standard
8,12,No,129.5,1,14,4,36.21034864,8,5,Good,23.91666667,Standard
8,12,No,129.5,1,14,4,35.5039266,8,4,Good,31.16666667,Standard
8,12,NM,129.5,1,14,4,27.91169749,8,7,Standard,17,Standard
8,12,No,129.5,1,14,4,33.01984452,8,3,Standard,11.91666667,Standard
8,12,No,129.5,1,14,4,23.68745136,8,6,Standard,19.08333333,Standard
8,12,No,129.5,5,17,4,26.96922713,8,6,Standard,31,Standard
8,12,No,129.5,5,14,4,23.12992572,8,5,Good,21.83333333,Standard
16,11,No,129.64,1,8,0,26.64044575,8,8,Bad,6,Standard
16,8,No,129.64,5,6,0,39.91559929,8,10,Bad,14.08333333,Standard
16,8,NM,129.64,5,0,0,41.12313948,8,10,Bad,13.25,Standard
16,8,No,129.64,5,9,0,35.8727903,8,8,Bad,19.25,Poor
16,8,No,129.64,0,12,0,29.18906383,8,9,Standard,10.58333333,Poor
16,7,No,129.64,5,7,0,39.89024661,8,7,Bad,6.916666667,Poor
16,3,No,129.64,5,9,0,29.18242155,8,9,Bad,0,Poor
7,27,Yes,130.3,4,19,0,35.02215584,4,4,Standard,31.33333333,Standard
7,24,Yes,130.3,4,18,0,28.72296502,4,3,Good,15.66666667,Standard
7,24,Yes,130.3,7,19,0,37.11997208,4,4,Good,19.5,Standard
7,24,Yes,130.3,7,19,0,28.81562476,4,5,Good,0,Standard
7,24,Yes,130.3,7,16,0,32.24273387,4,3,Standard,29.33333333,Standard
7,20,Yes,130.3,7,0,0,35.54143121,4,3,Standard,27.58333333,Standard
7,21,Yes,130.3,7,22,0,40.05152266,4,4,Standard,0,Standard
7,24,Yes,130.3,7,18,0,42.32163894,4,4,Good,28.41666667,Standard
16,6,No,130.54,0,11,0,39.28665752,5,5,Standard,16.91666667,Standard
16,6,No,130.54,0,0,0,37.89785335,5,9,Good,19.83333333,Standard
16,1,NM,130.54,0,11,0,38.72265974,5,6,Bad,8.833333333,Standard
16,6,No,130.54,0,0,0,25.70809036,5,6,Bad,11.33333333,Standard
16,3,No,130.54,0,11,0,27.84873041,5,9,Bad,5.416666667,Standard
16,6,No,130.54,0,0,0,29.76056241,5,5,Bad,3.083333333,Standard
16,6,No,130.54,0,11,0,32.13054128,5,10,Bad,4.666666667,Standard
2,4,No,130.56,0,12,3,34.41331567,2,3,Standard,5.5,Standard
2,4,No,130.56,0,12,3,35.62091533,2,5,Standard,18.41666667,Standard
2,4,No,130.56,4,10,3,41.36784176,2,3,Standard,0,Standard
2,0,No,130.56,4,12,3,38.28007679,2,5,Standard,18.25,Poor
2,4,No,130.56,4,12,3,36.50533122,2,4,Good,26.16666667,Standard
2,4,No,130.56,4,12,3,44.05196342,2,6,Standard,11.25,Poor
2,8,No,130.56,4,15,3,37.5533894,2,5,Standard,27.33333333,Standard
2,4,No,130.56,4,14,3,43.64580496,2,7,Standard,29,Standard
4,11,NM,130.89,3,14,1,32.87411372,5,4,Standard,17.66666667,Standard
4,11,No,130.89,3,12,1,29.96723932,5,7,Standard,29.08333333,Good
4,11,No,130.89,7,12,1,36.59118335,5,9,Standard,16.25,Good
4,11,No,130.89,7,12,0,27.62729763,5,5,Bad,6.416666667,Good
4,11,No,130.89,7,13,1,30.74336272,5,6,Bad,19.25,Good
4,12,No,130.89,7,12,1,25.87194408,5,6,Standard,24.33333333,Good
4,11,No,130.89,7,12,1,27.25430538,5,4,Bad,12.08333333,Good
4,9,No,130.89,7,12,1,33.79426995,5,9,Bad,12.5,Standard
4,6,No,131.13,3,3,0,27.47432347,0,5,Good,24.25,Good
4,6,No,131.13,7,2,0,29.30038031,0,4,Good,27.16666667,Good
4,7,No,131.13,7,1,0,28.77517822,0,5,Standard,31.33333333,Standard
4,6,No,131.13,7,1,9,36.04569786,0,3,Standard,26.83333333,Good
4,8,No,131.13,7,1,0,30.62321356,0,5,Good,28.5,Good
4,10,NM,131.13,7,1,0,28.43452283,0,4,Good,31.66666667,Good
4,5,No,131.13,7,1,0,26.81278736,0,3,Standard,16.16666667,Good
4,10,No,131.13,7,1,0,32.2607526,0,3,Good,25,Good
12,13,No,131.52,0,3,1,40.7441171,5,5,Bad,0,Good
12,14,No,131.52,4,3,1,36.45830524,5,7,Bad,12.16666667,Good
12,16,NM,131.52,4,3,1,26.491263,5,9,Bad,13.83333333,Good
12,13,NM,131.52,4,3,1,37.31954878,5,6,Bad,7.916666667,Good
12,13,No,131.52,4,2,0,33.6620688,5,6,Good,12.33333333,Standard
12,9,No,131.52,4,0,1,36.44401718,5,9,Bad,3,Good
12,13,No,131.52,4,3,1,25.80080134,5,10,Bad,13.66666667,Standard
12,13,No,131.52,9,3,1,28.95227789,5,8,Standard,18.16666667,Good
10,21,Yes,132.26,5,18,0,24.20853138,4,1,Good,31.33333333,Standard
10,21,Yes,132.26,5,18,2,33.04705199,10,2,Good,31.83333333,Standard
10,25,Yes,132.26,5,18,2,26.4874002,4,6,Good,24.25,Standard
10,23,Yes,132.26,5,18,2,35.33058102,4,6,Good,16.66666667,Standard
10,25,Yes,132.26,5,18,2,27.68138131,4,6,Good,26.41666667,Standard
10,25,Yes,132.26,5,18,2,34.22979697,4,6,Good,22.33333333,Standard
20,13,No,132.3,3,9,0,28.96751832,8,4,Standard,6.166666667,Standard
20,9,No,132.3,3,8,0,28.38070676,8,6,Standard,15.25,Standard
20,6,No,132.3,4,11,0,39.6572024,8,6,Bad,0,Standard
20,9,No,132.3,4,8,0,31.30493161,8,9,Standard,6.5,Standard
20,9,No,132.3,0,8,0,28.99638624,8,7,Standard,11.75,Standard
20,9,NM,132.3,4,9,0,35.17636982,8,8,Bad,8,Standard
20,9,No,132.3,4,8,0,41.1968561,8,7,Bad,6.083333333,Standard
20,15,Yes,132.59,4,8,4,26.51281443,8,6,Standard,19.33333333,Standard
20,15,NM,132.59,4,8,4,26.39934377,8,6,Good,16.25,Standard
20,15,NM,132.59,7,7,4,27.33767851,8,9,Standard,19.5,Standard
20,12,Yes,132.59,7,8,9,36.9309172,8,9,Bad,13.66666667,Standard
20,18,Yes,132.59,7,8,4,38.13315277,8,3,Standard,19.41666667,Standard
20,15,Yes,132.59,7,10,4,29.19703841,8,7,Standard,26.41666667,Standard
20,15,Yes,132.59,7,8,4,31.66642219,8,7,Standard,0,Standard
8,9,Yes,132.78,2,13,1,32.77041744,6,5,Bad,2.666666667,Standard
8,9,Yes,132.78,2,13,1,43.57098324,6,10,Bad,8.666666667,Standard
8,10,Yes,132.78,2,10,1,26.25492867,6,7,Bad,10.66666667,Standard
8,14,Yes,132.78,2,10,1,34.47477123,6,7,Bad,20.25,Standard
8,9,Yes,132.78,2,10,1,39.7812447,6,6,Bad,11.58333333,Standard
8,9,Yes,132.78,2,10,1,35.65789648,6,5,Bad,1.666666667,Good
8,9,Yes,132.78,2,10,1,27.61659504,6,8,Bad,11.41666667,Good
18,27,Yes,132.82,4,11,2,26.19875029,5,3,Good,16.58333333,Standard
18,27,Yes,132.82,4,14,2,39.847903,5,2,Good,17.75,Standard
18,27,Yes,132.82,4,14,2,23.30746219,5,7,Good,30.83333333,Standard
18,28,Yes,132.82,4,14,2,39.5481925,5,2,Good,31.5,Standard
18,27,Yes,132.82,4,15,2,36.06489706,5,6,Good,22.58333333,Standard
18,27,Yes,132.82,9,14,2,35.75119972,5,4,Good,25.5,Standard
10,6,NM,132.87,1,10,4,39.54280769,1,1,Good,30.08333333,Good
10,6,No,132.87,1,10,4,24.6831509,1,3,Standard,16.91666667,Good
10,2,No,132.87,1,10,4,33.84954738,1,2,Good,33.08333333,Good
10,6,No,132.87,1,10,4,26.74591202,1,1,Good,0,Good
10,6,No,132.87,1,10,9,35.47856911,1,2,Good,25.5,Good
10,2,No,132.87,5,10,4,26.50718193,1,3,Good,23.83333333,Good
10,6,NM,132.87,5,10,4,25.57380109,1,3,Good,22.66666667,Good
10,11,No,132.87,5,11,4,35.8632466,1,5,Good,15.66666667,Good
8,3,No,132.98,4,4,1,36.70123764,3,3,Good,0,Standard
8,3,NM,132.98,8,5,1,31.1588434,3,4,Good,21.83333333,Standard
8,7,No,132.98,8,6,1,33.50801729,3,7,Good,20.33333333,Standard
8,3,No,132.98,8,3,1,41.93122006,3,7,Good,32.66666667,Standard
8,3,No,132.98,8,6,0,29.43420809,3,4,Standard,0,Standard
8,3,No,132.98,8,3,1,29.58469116,3,6,Standard,20.83333333,Standard
8,3,No,132.98,8,5,0,37.74814682,3,3,Standard,27,Standard
15,28,No,133.02,4,12,1,35.102243,7,5,Good,26.33333333,Standard
15,28,No,133.02,4,10,1,30.88582306,7,3,Good,28.66666667,Standard
15,28,NM,133.02,4,11,1,27.00287437,7,7,Good,20,Standard
15,25,NM,133.02,4,11,1,27.24330354,7,1,Good,0,Standard
15,32,No,133.02,4,11,1,32.86380226,7,7,Good,32.91666667,Standard
15,28,No,133.02,4,11,1,27.4326719,7,3,Good,32.66666667,Standard
15,31,No,133.02,4,11,1,33.85865704,7,6,Standard,22.75,Standard
14,10,No,133.18,3,13,3,31.78037353,8,6,Standard,20.5,Standard
14,12,No,133.18,3,15,3,37.00143179,8,3,Good,11.33333333,Standard
14,12,No,133.18,3,15,3,40.25178757,8,4,Standard,17.75,Standard
14,16,NM,133.18,3,14,3,25.78642007,8,4,Good,20.5,Standard
14,12,No,133.18,3,16,3,26.44190044,8,5,Good,33.33333333,Standard
14,8,No,133.18,3,15,3,35.13460105,8,5,Good,30.16666667,Standard
14,12,No,133.18,3,15,3,29.00977479,8,7,Standard,31.41666667,Standard
10,16,No,133.3,1,3,1,39.88622693,5,7,Bad,5.416666667,Poor
10,11,NM,133.3,1,5,1,29.99788663,5,10,Standard,16,Poor
10,11,No,133.3,1,3,1,33.39554451,5,8,Good,11.75,Standard
10,11,No,133.3,1,3,1,28.84416303,5,8,Bad,1.833333333,Poor
10,11,No,133.3,1,3,1,24.86994727,5,5,Standard,15.16666667,Poor
10,11,No,133.3,1,3,1,31.6774736,5,8,Bad,16.91666667,Poor
6,15,No,133.3,2,8,2,30.11648438,4,5,Good,23.91666667,Standard
6,15,No,133.3,2,5,2,25.12539649,4,7,Standard,24.75,Standard
6,15,No,133.3,2,7,2,39.57257107,4,5,Standard,18.83333333,Standard
6,20,NM,133.3,2,9,2,37.4283053,4,5,Good,31.66666667,Standard
6,15,No,133.3,2,8,2,28.05596577,4,3,Good,19.33333333,Standard
6,15,No,133.3,2,0,2,31.1934198,4,7,Good,19.75,Standard
6,17,No,133.3,2,8,2,30.8022907,4,3,Good,18.25,Standard
6,15,No,133.3,0,8,2,26.62207556,4,3,Good,0,Standard
14,28,Yes,133.38,4,12,1,25.57573788,6,3,Good,17.33333333,Standard
14,28,NM,133.38,4,12,1,33.88672472,6,4,Standard,23.16666667,Standard
14,26,Yes,133.38,4,0,1,30.46476205,6,6,Good,25.16666667,Standard
14,28,Yes,133.38,4,12,1,26.65457183,6,4,Good,29.66666667,Standard
14,28,Yes,133.38,4,9,1,35.40441682,6,7,Good,17.16666667,Standard
14,28,Yes,133.38,16,12,1,31.29950975,6,6,Standard,30,Standard
14,28,Yes,133.38,0,12,1,28.24665281,6,5,Standard,0,Standard
14,28,Yes,133.38,4,12,1,36.41099172,6,6,Standard,13.75,Standard
3,5,No,133.56,0,15,0,32.77282092,8,5,Bad,14.83333333,Good
3,5,NM,133.56,0,15,0,40.83716838,8,8,Bad,0,Standard
3,5,No,133.56,3,18,0,33.65041899,8,5,Bad,2.916666667,Good
3,5,NM,133.56,3,12,0,30.87507102,8,9,Bad,9,Standard
3,5,No,133.56,3,15,0,38.44017123,8,5,Bad,0,Standard
3,5,No,133.56,3,17,0,32.87078784,8,10,Bad,12.25,Good
3,5,No,133.56,3,0,0,27.22080479,8,10,Bad,9.75,Good
3,8,No,133.56,3,15,0,26.23530288,8,7,Standard,5.666666667,Good
11,15,No,133.63,0,3,4,30.44566965,0,6,Bad,9.583333333,Good
11,14,No,133.63,0,6,4,39.47511232,0,5,Bad,0,Good
11,14,No,133.63,0,3,4,27.36185711,0,5,Standard,0,Standard
11,14,No,133.63,0,3,4,36.86372492,0,5,Bad,7.25,Good
11,16,NM,133.63,0,3,4,32.3023005,0,6,Standard,7.833333333,Good
11,14,No,133.63,0,3,4,27.50340472,0,9,Bad,3.916666667,Standard
11,14,No,133.63,0,3,4,38.71229772,0,10,Bad,10.66666667,Standard
11,4,No,133.84,1,0,0,35.22262417,3,6,Bad,14.08333333,Good
11,4,No,133.84,1,1,3,26.91555466,3,6,Bad,8.416666667,Good
11,4,NM,133.84,1,0,3,23.29681661,3,9,Bad,1.166666667,Good
11,0,No,133.84,3,0,3,28.94270926,3,6,Bad,1.666666667,Good
11,1,No,133.84,3,0,3,30.69028957,3,10,Bad,10.75,Good
11,4,No,133.84,3,0,3,28.81472382,3,9,Bad,18,Good
11,4,No,133.84,3,0,3,33.99070084,3,8,Bad,17.33333333,Standard
11,4,No,133.84,3,0,3,27.21936578,3,9,Bad,10.75,Good
2,1,No,133.99,2,7,4,31.27073324,1,5,Standard,20.58333333,Poor
2,1,No,133.99,2,7,4,25.82979448,1,6,Standard,16.5,Poor
2,1,No,133.99,2,10,4,26.31972429,1,7,Bad,7.916666667,Poor
