Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Mortgage Loan,Not Specified,Personal Loan,Debt Consolidation Loan,Credit-Builder Loan,Payday Loan,Home Equity Loan,Auto Loan,Student Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
31.0,146866.76,12108.89667,4,6.0,14.0,3.0,,1.0,,,,,,,2.0,20.0,18.0,3.78,3.0,Standard,247.08,33.20565776,22,No,218.4820356,457.5851204,LowspentMediumvaluepayments,814.8225106,Poor
31.0,146866.76,12108.89667,4,6.0,14.0,3.0,,1.0,,,,,,,2.0,26.0,18.0,1.78,3.0,Standard,247.08,42.45212042860001,22,No,218.4820356,135.5117927,HighspentLargevaluepayments,1096.895838,Poor
32.0,146866.76,12108.89667,4,6.0,14.0,0.0,,1.0,,,,,,,2.0,20.0,18.0,1.78,3.0,Standard,247.08,41.81904921,22,No,218.4820356,302.4950687,HighspentLargevaluepayments,929.9125624,Poor
32.0,146866.76,12108.89667,4,6.0,14.0,3.0,,1.0,,,,,,,2.0,22.0,18.0,1.78,3.0,,247.08,41.00061333,22,No,218.4820356,478.7842922,HighspentMediumvaluepayments,763.6233389,Standard
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,13.0,20.0,4.05,4.0,Standard,247.54,28.03297994,28,No,68.98888573,421.3855037,LowspentSmallvaluepayments,743.0658606,Standard
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,17.0,20.0,4.05,4.0,,247.54,38.48980018,28,NM,68.98888573,164.3688804,HighspentLargevaluepayments,950.0824839,Standard
47.0,110608.83,9434.4025,10,6.0,19.0,1.0,,,,,,,,,1.0,11.0,20.0,4.05,4.0,Standard,247.54,38.86936976,28,No,68.98888573,307.4056705,HighspentMediumvaluepayments,817.0456937,Standard
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,12.0,20.0,0.0,4.0,,247.54,33.96697886,28,No,68.98888573,609.1037953,HighspentSmallvaluepayments,525.3475689,Standard
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,12.0,20.0,4.05,4.0,Standard,247.54,36.97673988,28,No,68.98888573,228.4988103,LowspentLargevaluepayments,915.952554,Standard
47.0,110608.83,0.0,6,6.0,19.0,1.0,,,,,,,,,1.0,12.0,20.0,4.05,4.0,,247.54,31.17167521,28,NM,68.98888573,532.8733408,LowspentLargevaluepayments,611.5780235,Standard
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,12.0,17.0,4.05,9.0,Standard,247.54,30.43494919,28,No,68.98888573,912.0137998,LowspentMediumvaluepayments,242.4375645,Good
47.0,110608.83,9434.4025,6,6.0,19.0,1.0,,,,,,,,,1.0,12.0,20.0,4.05,9.0,Standard,247.54,25.8749135,28,No,68.98888573,856.6751772,LowspentMediumvaluepayments,297.7761871,Good
14.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,11.0,15.0,11.19,1.0,Good,247.96,28.09640808,30,No,156.3049517,192.3809057,,916.9771427,Good
50.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,16.0,15.0,16.19,6.0,Good,247.96,31.95390268,30,No,156.3049517,790.9913788,,348.3666695,Standard
50.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,11.0,15.0,11.19,6.0,Good,247.96,23.80269125,31,No,156.3049517,892.9281328,LowspentMediumvaluepayments,246.4299155,Good
50.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,11.0,15.0,11.19,16.0,Good,247.96,26.46359749,31,No,156.3049517,1123.93572,,25.4223286,Good
50.0,124183.56,0.0,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,7.0,15.0,5.19,6.0,,247.96,31.05650834,31,No,156.3049517,107.266541,HighspentLargevaluepayments,992.0915073,Good
50.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,8.0,17.0,11.19,6.0,Good,247.96,32.52412224,31,No,156.3049517,660.1274249,LowspentSmallvaluepayments,489.2306234,Good
50.0,124183.56,10156.63,7,5.0,5.0,2.0,,,,,,1.0,,,1.0,12.0,17.0,11.19,6.0,Good,247.96,37.84311828,0,NM,156.3049517,78.03561974,HighspentLargevaluepayments,1021.322429,Good
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,0.0,2.19,2.0,Good,248.16,40.28353261,23,NM,197.1329512,10000.0,HighspentSmallvaluepayments,979.0514414,Standard
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,9.0,3.19,2.0,Good,248.16,27.66909311,23,No,197.1329512,175.3358249,HighspentLargevaluepayments,1107.037224,Good
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,9.0,2.19,0.0,Good,248.16,40.9421253,23,No,197.1329512,517.4964133,HighspentSmallvaluepayments,784.8766355,Standard
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,7.0,5.19,2.0,,248.16,24.60756922,23,No,197.1329512,677.1087593,,645.2642895,Good
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,9.0,2.19,2.0,Good,248.16,40.1402291,23,No,197.1329512,303.191359,,989.1816898,Good
31.0,147996.72,0.0,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,9.0,10.0,2.19,2.0,Good,248.16,33.92030432,23,NM,197.1329512,310.1533147,HighspentLargevaluepayments,972.2197341,Good
31.0,147996.72,12395.06,2,4.0,6.0,3.0,1.0,1.0,1.0,,,,,,,5.0,9.0,2.19,2.0,Good,248.16,33.34121237,23,No,197.1329512,250.7940485,HighspentLargevaluepayments,1031.579,Good
19.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,6.0,12.0,4.08,4.0,Good,248.38,34.93227706,17,No,19.4986194,161.3165303,LowspentLargevaluepayments,384.6026836,Standard
19.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,6.0,13.0,4.08,4.0,,248.38,36.42327343,17,No,19.4986194,31.52535841,HighspentLargevaluepayments,484.3938555,Standard
19.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,2.0,12.0,4.08,0.0,Good,248.38,40.13334194,17,NM,19.4986194,85.90156873,HighspentMediumvaluepayments,440.0176452,Standard
20.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,3.0,12.0,4.08,4.0,Good,248.38,26.89789222,17,No,19.4986194,336.7388698,LowspentSmallvaluepayments,229.1803441,Poor
20.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,6.0,9.0,4.08,4.0,Good,248.38,27.46273301,17,No,19.4986194,10000.0,LowspentSmallvaluepayments,424.5638631,Poor
3689.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,6.0,12.0,4.08,5.0,Good,248.38,33.65520482,17,No,19.4986194,295.6757122,LowspentSmallvaluepayments,270.2435018,Poor
20.0,36398.14,2954.178333,5,7.0,4.0,1.0,1.0,,,,,,,,,6.0,12.0,4.08,5.0,Good,248.38,31.69934863,17,No,19.4986194,201.5675458,LowspentSmallvaluepayments,364.3516681,Poor
20.0,36398.14,0.0,5,7.0,4.0,0.0,1.0,,,,,,,,,7.0,0.0,4.08,5.0,Good,248.38,32.0653167,18,No,19.4986194,235.5946268,LowspentSmallvaluepayments,330.3245872,Standard
39.0,99802.48,8244.873333,4,3.0,17.0,4.0,3.0,,,,,1.0,,,,14.0,15.0,5.27,0.0,Standard,248.48,41.65059927,25,No,210.4580591,197.5834669,HighspentLargevaluepayments,656.4458073,Standard
39.0,99802.48,0.0,4,3.0,17.0,4.0,3.0,,,,,1.0,,,,17.0,12.0,5.27,0.0,Standard,248.48,34.88682118,0,NM,210.4580591,852.2369637,LowspentSmallvaluepayments,51.79231053,Standard
39.0,99802.48,8244.873333,4,3.0,17.0,0.0,3.0,,,,,1.0,,,,17.0,15.0,5.27,0.0,Standard,248.48,36.54870698,25,No,210.4580591,753.6503076,,140.3789666,Standard
39.0,99802.48,0.0,4,3.0,17.0,4.0,3.0,,,,,1.0,,,,17.0,15.0,5.27,0.0,Standard,248.48,39.12954643,25,No,210.4580591,346.9507182,LowspentMediumvaluepayments,547.078556,Poor
39.0,99802.48,8244.873333,4,3.0,17.0,0.0,3.0,,,,,1.0,,,,17.0,15.0,5.27,0.0,Standard,248.48,40.21594036,25,No,210.4580591,628.8307849,LowspentMediumvaluepayments,265.1984893,Poor
39.0,99802.48,8244.873333,4,3.0,17.0,4.0,3.0,,,,,1.0,,,,17.0,16.0,5.27,0.0,Standard,248.48,30.75754904,25,No,210.4580591,0.0,HighspentMediumvaluepayments,560.8959909,Poor
39.0,99802.48,8244.873333,4,3.0,17.0,4.0,3.0,,,,,1.0,,,,20.0,15.0,5.27,0.0,Standard,248.48,28.16943045,0,No,210.4580591,10000.0,HighspentMediumvaluepayments,711.2004362,Poor
18.0,26612.6,2459.716667,6,7.0,17.0,1.0,,,,,,,,1.0,,18.0,11.0,5.57,1.0,,248.56,32.59337809,25,No,21.86795408,157.2336088,LowspentSmallvaluepayments,356.8701038,Standard
18.0,26612.6,2459.716667,6,7.0,17.0,1.0,,,,,,,,1.0,,21.0,11.0,5.57,1.0,Standard,248.56,38.95717666,25,No,21.86795408,141.8887463,,342.2149663,Standard
18.0,26612.6,2459.716667,6,7.0,17.0,1.0,,,,,,,,1.0,,21.0,11.0,5.57,1.0,Standard,248.56,29.36582576,25,No,21.86795408,214.4333597,LowspentMediumvaluepayments,289.6703529,Standard
18.0,26612.6,2459.716667,6,7.0,17.0,1.0,,,,,,,,1.0,,22.0,11.0,5.57,1.0,Standard,248.56,35.8861941,26,No,21.86795408,177.4363347,LowspentSmallvaluepayments,336.6673779,Standard
18.0,26612.6,2459.716667,6,7.0,17.0,1.0,,,,,,,,1.0,,21.0,11.0,5.57,1.0,Standard,248.56,25.76441301,26,No,21.86795408,153.1674217,LowspentSmallvaluepayments,360.9362909,Standard
18.0,26612.6,2459.716667,6,7.0,17.0,0.0,,,,,,,,1.0,,21.0,13.0,5.57,5.0,Standard,248.56,24.41714627,26,No,21.86795408,194.0900273,LowspentMediumvaluepayments,310.0136853,Standard
19.0,26612.6,0.0,6,7.0,17.0,1.0,,,,,,,,1.0,,21.0,11.0,5.57,5.0,Standard,248.56,37.2365763,26,No,21.86795408,244.2711184,LowspentSmallvaluepayments,269.8325942,Good
18.0,11323544.0,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,14.0,6.0,1.59,2.0,,248.58,34.27011696,18,No,45.89836362,179.1030058,LowspentMediumvaluepayments,347.512214,Standard
18.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,14.0,3.0,1.59,2.0,,248.58,33.60530063,18,No,45.89836362,274.2732664,LowspentSmallvaluepayments,262.3419533,Standard
18.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,12.0,8.0,1.59,2.0,,248.58,34.63927028,18,No,45.89836362,227.6238969,LowspentSmallvaluepayments,308.9913229,Good
18.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,14.0,4.0,8.59,2.0,Good,248.58,32.7815704,18,No,45.89836362,240.1662061,LowspentSmallvaluepayments,296.4490136,Good
1095.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,16.0,0.0,1.59,2.0,Good,248.58,27.06360603,18,No,45.89836362,125.0690089,LowspentSmallvaluepayments,411.5462108,Good
1648.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,14.0,6.0,1.59,0.0,Good,248.58,35.57005855,18,No,45.89836362,177.5873864,HighspentSmallvaluepayments,329.0278333,Standard
18.0,33349.63,2925.135833,4,1.0,3.0,2.0,,,,,,,1.0,1.0,,14.0,0.0,1.59,2.0,Good,248.58,24.68555897,18,No,45.89836362,286.985494,LowspentSmallvaluepayments,249.6297257,Good
28.0,78056.04,6384.67,10,5.0,17.0,1.0,,1.0,,,,,,,,22.0,14.0,17.6,8.0,,248.71,40.91480662,0,Yes,44.08837407,0.0,HighspentMediumvaluepayments,712.8388163,Standard
28.0,78056.04,0.0,7,5.0,17.0,1.0,,1.0,,,,,,,,18.0,14.0,17.6,8.0,Standard,248.71,42.45212042860001,18,Yes,44.08837407,162.4300692,HighspentLargevaluepayments,671.9485567,Standard
28.0,78056.04,0.0,7,5.0,17.0,1.0,,1.0,,,,,,,,18.0,11.0,17.6,8.0,Standard,248.71,38.59951743,18,Yes,44.08837407,227.7826423,LowspentLargevaluepayments,636.5959837,Standard
28.0,78056.04,6384.67,7,5.0,17.0,1.0,,1.0,,,,,,,,18.0,14.0,17.6,10.0,Standard,248.71,34.91153441,18,Yes,44.08837407,98.0327155,HighspentLargevaluepayments,736.3459104,Standard
28.0,78056.04,6384.67,7,5.0,17.0,0.0,,1.0,,,,,,,,18.0,15.0,17.6,10.0,Standard,248.71,34.38293681,18,NM,44.08837407,80.01690645,HighspentMediumvaluepayments,764.3617195,Standard
28.0,78056.04,6384.67,7,5.0,17.0,1.0,,1.0,,,,,,,,18.0,11.0,17.6,10.0,Standard,248.71,38.49641846,0,Yes,44.08837407,0.0,HighspentSmallvaluepayments,450.4867014,Standard
28.0,78056.04,6384.67,7,5.0,17.0,1.0,,1.0,,,,,,,,15.0,14.0,16.6,10.0,,248.71,38.75949124,18,Yes,44.08837407,69.95835344,HighspentLargevaluepayments,764.4202725,Standard
28.0,78056.04,6384.67,7,5.0,17.0,1.0,,1.0,,,,,,,,21.0,14.0,17.6,10.0,Standard,248.71,33.97884976,19,Yes,44.08837407,223.5949091,LowspentSmallvaluepayments,660.7837169,Standard
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,12.0,9.0,18.25,8.0,Standard,248.77,36.58315631,12,Yes,0.0,649.4954543,,503.5055457,Standard
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,16.0,6.0,18.25,8.0,Standard,248.77,32.59905533,12,NM,0.0,707.5509432,LowspentLargevaluepayments,435.4500568,Standard
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,16.0,9.0,18.25,8.0,,248.77,38.2050341,0,Yes,0.0,145.4103505,HighspentMediumvaluepayments,977.5906495,Poor
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,14.0,9.0,13.25,11.0,Standard,248.77,27.53986671,13,Yes,0.0,212.0175912,HighspentMediumvaluepayments,910.9834088,Poor
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,16.0,0.0,18.25,11.0,Standard,248.77,42.45212042860001,13,Yes,0.0,63.18174888,HighspentLargevaluepayments,1049.819251,Standard
32.0,101628.12,8730.01,3,7.0,14.0,0.0,,,,,,,,,,12.0,9.0,18.25,11.0,,248.77,32.42695094,13,Yes,0.0,156.3124566,HighspentLargevaluepayments,956.6885434,Poor
35.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,25.0,0.0,10.69,2.0,Standard,248.84,29.6703145,19,Yes,51.61389686,162.5419835,HighspentLargevaluepayments,893.9836196,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,30.0,23.0,10.69,2.0,Standard,248.84,35.56223742,19,Yes,51.61389686,424.7456064,LowspentMediumvaluepayments,671.7799968,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,25.0,19.0,10.69,2.0,,248.84,35.51283092,19,Yes,51.61389686,570.4229177,LowspentSmallvaluepayments,536.1026855,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,33.0,20.0,8.69,2.0,Standard,248.84,39.91609543,0,Yes,51.61389686,284.7095351,HighspentMediumvaluepayments,781.816068,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,30.0,20.0,10.69,4.0,,248.84,36.36254185,19,Yes,51.61389686,158.9106178,HighspentMediumvaluepayments,907.6149853,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,30.0,20.0,10.69,4.0,Standard,248.84,41.60265227,19,NM,51.61389686,157.5680917,HighspentLargevaluepayments,898.9575115,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,28.0,20.0,7.69,4.0,Standard,248.84,24.60840023,19,Yes,51.61389686,850.9468578,LowspentMediumvaluepayments,245.5787453,Standard
36.0,107392.74,8681.395,5,5.0,6.0,1.0,,,,,,,,1.0,,30.0,20.0,10.69,4.0,Standard,248.84,30.4092793,19,Yes,51.61389686,502.2967112,HighspentSmallvaluepayments,574.228892,Good
50.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,10.0,1.0,0.71,4.0,Good,248.84,31.67297198,29,No,0.0,758.0210398,,349.7969602,Poor
50.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,10.0,1.0,0.71,4.0,Good,248.84,30.41528552,29,No,0.0,98.72249947,HighspentMediumvaluepayments,969.0955005,Poor
50.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,5.0,1.0,0.71,4.0,Good,248.84,33.11422223,30,No,0.0,249.3972835,LowspentMediumvaluepayments,848.4207165,Poor
50.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,10.0,1.0,0.0,4.0,Good,248.84,35.63486873,0,No,0.0,128.9397894,HighspentMediumvaluepayments,938.8782106,Poor
50.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,10.0,0.0,0.71,7.0,Good,248.84,35.11151978,30,NM,0.0,140.1782303,HighspentMediumvaluepayments,927.6397697,Poor
51.0,97010.16,0.0,1,7.0,3.0,0.0,,,,,,,,,,10.0,4.0,0.71,7.0,Good,248.84,36.35723926,30,NM,0.0,122.8884549,HighspentLargevaluepayments,934.9295451,Standard
51.0,97010.16,8178.18,1,7.0,3.0,0.0,,,,,,,,,,10.0,1.0,0.0,7.0,,248.84,25.15909854,30,No,0.0,10000.0,LowspentMediumvaluepayments,659.928282,Poor
52.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,29.0,16.0,7.76,2.0,Standard,248.98,31.31596091,27,No,0.0,52.84609684,HighspentMediumvaluepayments,575.3992365,Standard
52.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,29.0,14.0,7.76,2.0,Standard,248.98,29.97111176,27,No,0.0,50.72871586,HighspentMediumvaluepayments,577.5166175,Standard
14.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,29.0,16.0,1.76,5.0,,248.98,26.91137667,27,NM,0.0,132.0549595,LowspentMediumvaluepayments,526.1903739,Standard
52.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,31.0,13.0,8.76,5.0,Standard,248.98,26.60216487,27,No,0.0,216.2387878,LowspentSmallvaluepayments,452.0065455,Standard
52.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,28.0,13.0,7.76,5.0,Standard,248.98,29.73196702,27,No,0.0,194.1530304,HighspentSmallvaluepayments,444.092303,Standard
2812.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,34.0,13.0,7.76,5.0,Standard,248.98,29.7875986,27,No,5405.460000000196,10000.0,HighspentMediumvaluepayments,481.2713859,Standard
52.0,47165.44,3782.453333,8,4.0,7.0,0.0,,,,,,,,,,29.0,16.0,7.76,5.0,Standard,248.98,34.03228119,27,NM,0.0,103.7155695,HighspentMediumvaluepayments,524.5297638,Standard
344.0,47165.44,0.0,8,4.0,7.0,0.0,,,,,,,,,,29.0,16.0,7.76,5.0,Standard,248.98,37.339742,27,NM,0.0,254.0774777,LowspentSmallvaluepayments,414.1678556,Standard
31.0,81008.58,0.0,8,6.0,5.0,0.0,,,,,,,,,,18.0,18.0,8.34,3.0,Standard,249.08,29.06224949,22,Yes,0.0,126.3334858,HighspentMediumvaluepayments,796.5380142,Standard
31.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,18.0,9.34,3.0,,249.08,28.69132536,22,Yes,0.0,306.9956599,LowspentSmallvaluepayments,655.8758401,Standard
31.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,21.0,8.34,3.0,Standard,249.08,37.18389518,22,NM,0.0,212.4765138,HighspentMediumvaluepayments,710.3949862,Standard
31.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,17.0,8.34,3.0,Standard,249.08,40.77633105,22,Yes,0.0,234.5576761,LowspentMediumvaluepayments,718.3138239,Standard
31.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,18.0,8.34,3.0,Standard,249.08,40.50520668,23,Yes,0.0,45.1385075,HighspentLargevaluepayments,867.7329925,Standard
32.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,18.0,8.34,4.0,Standard,249.08,33.03644177,23,Yes,0.0,246.9646176,,705.9068824,Standard
32.0,81008.58,6728.715,8,6.0,5.0,0.0,,,,,,,,,,18.0,18.0,7.34,4.0,Standard,249.08,34.52229839,23,Yes,0.0,249.4250384,HighspentMediumvaluepayments,673.4464616,Standard
27.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,21.0,19.45,7.0,Standard,249.36,33.0665504,14,Yes,86.0863079,284.2364294,LowspentSmallvaluepayments,142.4259293,Standard
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,23.0,19.45,7.0,Standard,249.36,29.41186739,14,Yes,86.0863079,53.3469049,HighspentSmallvaluepayments,343.3154539,Standard
28.0,29453.84,0.0,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,20.0,19.45,7.0,Standard,249.36,27.13401223,14,Yes,86.0863079,53.5863007,HighspentLargevaluepayments,323.0760581,Standard
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,20.0,19.45,7.0,,249.36,29.75043895,0,NM,86.0863079,10000.0,LowspentSmallvaluepayments,181.8450831,Poor
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,18.0,19.45,10.0,Standard,249.36,34.86803478,15,Yes,86.0863079,249.5512578,,177.1111009,Poor
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,18.0,0.0,10.0,Standard,249.36,28.36483423,15,Yes,86.0863079,149.5292896,LowspentSmallvaluepayments,277.1330692,Poor
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,0.0,19.45,10.0,,249.36,30.59713807,15,Yes,86.0863079,212.6435142,LowspentMediumvaluepayments,204.0188446,Poor
28.0,29453.84,2227.486667,7,5.0,12.0,5.0,1.0,1.0,,,,1.0,1.0,1.0,,7.0,20.0,19.45,10.0,,249.36,25.24375407,0,NM,86.0863079,40.58704577,HighspentMediumvaluepayments,346.075313,Poor
20.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,10.0,15.9,6.0,Standard,249.39,25.10020021,28,Yes,26.98874977,249.7474818,,275.7368518,Standard
20.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,9.0,15.9,6.0,Standard,249.39,38.21152744,28,Yes,26.98874977,60.24236135,HighspentSmallvaluepayments,435.2419722,Standard
21.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,11.0,15.9,6.0,Standard,249.39,22.7523805464,28,Yes,26.98874977,79.82707644,HighspentMediumvaluepayments,405.6572571,Standard
14.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,12.0,15.9,6.0,Standard,249.39,27.96326458,28,Yes,26.98874977,97.81480511,HighspentMediumvaluepayments,387.6695284,Standard
21.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,10.0,18.9,8.0,Standard,249.39,25.16650274,28,Yes,26.98874977,89.0612441,LowspentLargevaluepayments,416.4230895,Standard
21.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,10.0,10.9,8.0,Standard,249.39,27.05803873,29,Yes,26.98874977,173.0019315,HighspentSmallvaluepayments,322.4824021,Standard
21.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,24.0,11.0,15.9,8.0,Standard,249.39,33.94294362,29,Yes,26.98874977,43.05820251,HighspentMediumvaluepayments,442.426131,Standard
21.0,27956.77,2624.730833,5,5.0,20.0,2.0,1.0,1.0,,,,,,,,21.0,7.0,15.9,8.0,Standard,249.39,36.38465026,29,Yes,26.98874977,60.41285507,HighspentMediumvaluepayments,425.0714785,Standard
20.0,25444.95,0.0,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,21.0,19.0,11.22,8.0,Standard,249.67,27.09412165,15,Yes,30.78169485,96.45152955,HighspentMediumvaluepayments,357.0080256,Standard
20.0,25444.95,2342.4125,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,26.0,19.0,11.22,8.0,,249.67,28.17028144,15,Yes,30.78169485,76.91438551,LowspentMediumvaluepayments,406.5451696,Standard
21.0,25444.95,0.0,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,21.0,19.0,16.22,8.0,,249.67,23.26123892,16,Yes,30.78169485,46.97550359,HighspentSmallvaluepayments,416.4840516,Standard
21.0,25444.95,2342.4125,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,22.0,19.0,11.22,8.0,Standard,249.67,33.30519444,16,Yes,30.78169485,184.8362008,LowspentLargevaluepayments,288.6233544,Standard
21.0,25444.95,2342.4125,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,21.0,19.0,16.22,12.0,Standard,249.67,33.9225963,16,Yes,30.78169485,173.338847,LowspentSmallvaluepayments,320.1207082,Standard
21.0,25444.95,2342.4125,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,21.0,17.0,4.22,12.0,Standard,249.67,27.34187373,16,Yes,30.78169485,38.99364919,HighspentLargevaluepayments,404.465906,Standard
21.0,25444.95,2342.4125,8,6.0,10.0,2.0,,,,1.0,,,,,1.0,21.0,19.0,11.22,12.0,Standard,249.67,27.3806402,0,Yes,30.78169485,49.97270095,HighspentLargevaluepayments,393.4868542,Good
43.0,62359.82,5120.651667,4,5.0,11.0,1.0,,,1.0,,,,,,,14.0,9.0,8.94,3.0,Standard,250.56,36.32471738,23,Yes,29.76576296,622.8510329,LowspentSmallvaluepayments,149.4483708,Standard
43.0,62359.82,0.0,4,5.0,11.0,1.0,,,1.0,,,,,,,14.0,9.0,15.94,16.0,Standard,250.56,34.68551834,23,Yes,29.76576296,126.3385452,,605.9608585,Standard
43.0,62359.82,5120.651667,4,5.0,11.0,1.0,,,1.0,,,,,,,9.0,11.0,8.94,3.0,Standard,250.56,29.55699891,23,Yes,29.76576296,111.3221079,HighspentLargevaluepayments,610.9772958,Standard
